Artist,Song,Popularity
Sports Team,Happy (God’s Own Country),14.0
Sports Team,Happy (God's Own Country),14.0
HARD FEELINGS,Holding On Too Long - Edit,13.0
The Grogans,Dead Weight,13.0
Band Of Skulls,Nightmares,13.0
L a z u l i _ y e l l o w,A Soaring Bird (Title Screen),13.0
Fatima Al Qadiri,Medieval Femme,13.0
Amor Amor,Pieces Of Summer,13.0
Goat Girl,Bang,13.0
Cape Coral,Game,13.0
Temples,Holy Horses,13.0
Holly Herndon,Last Gasp,13.0
Strawberry Station,Looking for Loving,13.0
In The Whale,Drug Dealer,13.0
Phani Narayana,Cheri Yasodaku,13.0
Kerim König,Immerge - Ceeys Rework,13.0
Moskva-Kassiopeya,Decay,13.0
Low Island,What Do You Stand For,13.0
Chastity Belt,The Process,13.0
NICOLAS,DANCING IN THE MOONLIGHT,13.0
EKKSTACY,i want to be by your side (feat. herhexx),13.0
Pink Mario,Eachday,13.0
Serena-Maneesh,Drain Cosmetics,13.0
Hot Chip,Boy From School - Erol Alkan's Extended Re-Work,13.0
bb sway,Up in the Air,13.0
הגל השני,הנחיות חדשות,13.0
Gabriel Balachsan,גם כשעיניי פקוחות,13.0
Quicksilver Daydream,Hang On,13.0
Porridge Radio,Strong Enough,13.0
Hatena,INTEREST,13.0
Shirokishi,See You Again,13.0
Sycco,Dribble - Tim Atlas Remix,13.0
Night Tempo,Baby,13.0
Hildegard,Jour 2,13.0
Treasure Fingers,Cross The Dancefloor,13.0
bl00dwave,Far from Here,13.0
Natalie Prass,Sisters,13.0
Daniella Tourgeman,שום דבר לא עוזר,13.0
Doohickey Cubicle,Milano Sport,13.0
Safety Dance,Oil,13.0
Downtown Boys,A Wall,13.0
AlienBlaze,Hate Me,13.0
The Homesick,Male Bonding,13.0
Hatchie,Adored,13.0
Fear No Empire,Revolt,13.0
Android52,Cygnus,13.0
Dhruv Visvanath,Midnight,13.0
Neil Mukherjee,It Could Be Rain,13.0
Victor Solf,Call Your Grandma,13.0
Sam Gendel,1/2 SCULPTURE,13.0
Charlie Houston,19,13.0
Pavement,Cut Your Hair (Remastered),13.0
XWaves,Fantango (2020 Remaster),13.0
Beautify Junkyards,Reverie,13.0
iogi,so sad,13.0
Donor Lens,Rike Park - US Golf 95 Remix,13.0
Built To Spill,Mountain Top,13.0
PACKS,Silvertongue,13.0
Pole,Tangente,13.0
MAGENTA,Monogramme (Edit),13.0
BROTHER SUN SISTER MOON,Cactus,13.0
Stephen Malkmus & The Jicks,Chartjunk,13.0
Pattie,Hey,13.0
Babeheaven,Until the End,13.0
ED.,Sonic Boom,13.0
Young Rising Sons,Skeletons,13.0
Marika Hackman,Playground Love,13.0
deryk,Call You Out,13.0
Rhodes Rodosu,Luna,13.0
No sé a quién matar,No Sé a Quién Matar,13.0
Cherym,Kisses On My Cards,13.0
Sonavision Deluxe,Icaru,13.0
Goldpark,Beautiful Desperation,13.0
Aviv Guedj,לא מקום לחלשים,13.0
Yuni Wa,Satellite,12.0
BOYO,Waiter,12.0
Persona La Ave,GottasaythatIneedyou,12.0
Sipper,Cure,12.0
Thieves Like Us,Drugs in My Body - Designer Drugs Remix,12.0
Ell Murphy,Arms Around,12.0
Hundreds,Untold - Pure Current,12.0
LOKI,González,12.0
The Crotches,ריטלין בלוז,12.0
Vague d' Azur,Farinole,12.0
Pepe Mogt,Endless Staircase,12.0
Saccades,Islands Past,12.0
ויתרתי,סידורים של מבוגרים,12.0
Phani Narayana,Kondalalo Nelakonna,12.0
Rejoicer,Up in Flames,12.0
Menta,Ocho Domingos,12.0
LUMP,Animal - Edit,12.0
Dylan Fraser,I’d Rather Be Here,12.0
Okolo Poludnya,Gulyat,12.0
marinelli,Pity Party,12.0
SPINN,Billie,12.0
Ryskinder,Oi,12.0
LARRY PINK THE HUMAN,WASTED DAYS (INBETWEENS),12.0
girlhouse,loaded gun,12.0
Shiruetto,If you want it,12.0
Do Nothing,Uber Alles,12.0
Stream☾atcher,The Slayer,12.0
Lazy Days,Sinking,12.0
alexmaax,Bets Off,12.0
luty sakavik,Vostraja,12.0
Terry vs. Tori,Magic Hour,12.0
Mollie Coddled,Velvet Tears,12.0
Liz Lawrence,Where the Bodies are Buried,12.0
Blackstratblues,Tiny Bit of Sky,12.0
Borito,Song for Dawn,12.0
FEELS,Car,12.0
Yuni Wa,Holding On,12.0
Ambient Jazz Ensemble,Aura,12.0
Fibre,Here's to You,12.0
Bleached,Shitty Ballet,12.0
Sonn,Rumours,12.0
Maria BC,Devil's Rain,12.0
Sløtface,Luminous,12.0
Sfven,Changing,12.0
Dead Disco,The Treatment - Metronomy Remix,12.0
Nitin Sawhney,Taj Mahal,12.0
Low Hummer,Never Enough,12.0
latenitexeno,just the way it is,12.0
Figueroa,Back to the Stars,12.0
Girafot,היא לא יודעת למה,12.0
LANKS,The Silence,12.0
Muzi,Interblaktic,12.0
Grandaddy,The Crystal Lake - Piano Version,12.0
iRO,Change Your Mind,12.0
T. Rex,Debora,12.0
Melpo Mene,Wrong At Last,12.0
fanclubwallet,Bike Song,12.0
Miss Grit,Impostor,12.0
Neil Mukherjee,Swan Song,12.0
Damien Burbank,Sarah Tonin,12.0
Sasha,HNDI,12.0
Erol Alkan,Automatic - Palms Trax Remix,11.0
Paris Green,Redrum,11.0
Kat Duma,System,11.0
María Katherina,Love Me,11.0
Night Tempo,Turn the Lights On,11.0
Shungudzo,To be me,11.0
Tunng,Scared to Death,11.0
Zack Villere,BERNADETTE,11.0
That's Matt,This is Future Funk,11.0
Malady,Famous Last Words,11.0
Devon,WARNING SIGNS,11.0
Psychic Temple,You Ain't a Star,11.0
Группа Хмурый,Родина,11.0
Jatayu,Shringara,11.0
Elliott Ok,72,11.0
The Pink Slips,Texas,11.0
Chuck Johnson,Constellation,11.0
Orions Belte,Dearest,11.0
Friedberg,Midi 8,11.0
pizzagirl,car freshener aftershave,11.0
Poté,Stare,11.0
Honey Lung,Sophomore,11.0
Rapaz Ego,Grão Mestre,11.0
scott is okay,Patience,11.0
Rajna Swaminathan,Offering,11.0
The Revisit Project,Transition,11.0
Venus VNR,Idéal Turfu,11.0
MANJA,Games We Play,11.0
chemical club,Everything I Know,11.0
Fatima Al Qadiri,Malaak,11.0
Or Edry,ימי ראשית הקיץ,11.0
Sesame Girl,Get Up,11.0
Low Island,Feel Young Again,11.0
Deradoorian,It Was Me,11.0
Movulango,Leave,11.0
Smoothboi Ezra,Hypocrite,11.0
Sports Team,Going Soft,11.0
Фирма-однодневка,Из окна,11.0
Omer Moskovich,עצות,11.0
Iceage,High & Hurt,11.0
Shiruetto,So Long,11.0
Thom Southern,everything i wanted,11.0
Freak Slug,Number,11.0
YonYon,Beautiful Women,11.0
Rayotaser,Todo Lo Que Pido,11.0
Mélonade,Best In Me,11.0
The OBGMs,Outsah,11.0
Radioclit,Divine Gosa - Switch Remix,11.0
Tabarnak,השיר הכי טוב הוא בעולם,11.0
STACEY,Far Away,11.0
Nili Fink,Dmoot,11.0
Zongamin,Bongo Song,11.0
Jealous of the Birds,Young Neanderthal,11.0
Cut Copy,Hearts On Fire - Calvin Harris Remix,11.0
Freedom Fry,La Metamorphose,11.0
Tiberius b,Big Deal,10.0
Mouth and Foot,זה,10.0
Yak,Bellyache,10.0
Nmesh,New Jack City,10.0
Geva Alon,Follow,10.0
Time Binding Ensemble,Nychthemera in A Major,10.0
Trophie,Recover,10.0
Passersby,somewhere else,10.0
Sila Lua,La Mano,10.0
Katie Dey,Darkness (Lonelyspeck remix),10.0
Katzin,Getaway,10.0
Hollow Graves,Far Out Summer,10.0
Uniforms,Semana Satán,10.0
Alaska Reid,Mermaid Tears - Midnight,10.0
Kit Sebastian,Abandoned,10.0
Vinay Kaushal,A Tune for Peace - an Interlude,10.0
Sløtface,Tap the pack,10.0
Spank Rock,Bump - Switch Remix,10.0
Mob Rich,Everything and Nothing,10.0
JAWS,Untitled,10.0
Eashwar Subramanian,Offering at Dawn,10.0
VANITAS命死,"Navigator, New Friend Request!",10.0
Michal Lotan,Sinking Stone,10.0
aswekeepsearching,We Sound Like Strangers,10.0
LCY,Shhh,10.0
elkyn,something,10.0
otta,just like the rain,10.0
Boy 8-Bit,Suspense Is Killing Me,10.0
Dugong Jr,Ceramic,10.0
Submarine in Space,Take Off,10.0
sendflowrs,novocaine,10.0
Android52,Modus,10.0
Calvin Harris,Acceptable in the 80's - Tom Neville Remix,10.0
Janus Rasmussen,Neyð,10.0
Press Club,Behave,10.0
Dent May,Sea Salt & Caramel,10.0
Surfer Blood,Parkland (Into the Silence),10.0
Yougaslava,Frau,10.0
Squid,Narrator - Edit,10.0
Kitten,American Football,10.0
Sufjan Stevens,Revelation III,10.0
Claire George,Northern Lights,10.0
Kelly Lee Owens,Re-Wild (Breaka Remix),10.0
יוגב גלוסמן,דברים שרציתי לומר,10.0
Lauran Hibberd,Sweat Patch,10.0
DJ Eq,Ultra 45 - Original Mix,10.0
Sasha Daniel,Ti-Ti,10.0
Pet Deaths,Wind Up Bird,10.0
pinkpirate,Trapped,10.0
Juan Wauters,Unity (with Cola Boyy),10.0
Simon Minó,Diana,9.0
Bad Waitress,Too Many Bad Habits,9.0
pinkpirate,Laying out Your Web,9.0
Tupperwave,One Of These Nights,9.0
Jellyfish in Space,Helium Balloon,9.0
Valley Boy,Gummi Bear,9.0
Super Besse,Zabiraiu,9.0
Career Woman,Teacher's Pet,9.0
Space Chimney,Decent Wizards,9.0
Adam Baldych,Clouds,9.0
Superflat,We The People - Skeleton Lipstick Remix,9.0
Ron Gallo,A PLATE IN MY HONOR,9.0
St. Marys,Promise,9.0
BarbWalters,Casino,9.0
Useless ID,Stopwatch,9.0
Pratik Tushar,Uncooked Blues,9.0
Rachel Yaron,מאחורינו,9.0
Shamir,Ocean Eyes,9.0
The Besnard Lakes,"Our Heads, Our Hearts on Fire Again",9.0
тише воды,выжженные поля,9.0
Adult Mom,Breathing,9.0
DoFlame,Bat House,9.0
Les Petits Pilous,Wake Up - Original,9.0
Le Shiv,When The Kids Grow Up,9.0
Fiendz YT,Speed in My Coffee,9.0
BarbWalters,Girl Like You,9.0
Carter Reeves,"Tell Me, Laurel",9.0
Benefits,Taking Us Back,9.0
Plague Vendor,Night Sweats - Edit,9.0
RETRIEVER,Weekend Spiders,9.0
Robot Koch,Stars As Eyes - Hugar Rework,9.0
Saë,NeoVintage,9.0
Rajna Swaminathan,Peregrination (feat. Anjna Swaminathan),9.0
Spare Parts For Broken Hearts,Big Win,9.0
the McFaddin,SHIVER,9.0
Nikonn,Every Start Has an End,9.0
KLON,Santa Barbara,9.0
L.A. Sunday,Pillars,9.0
Jamie Lenman,I Don't Wanna Be Your Friend,9.0
The Violent Youth,Снег,9.0
Dead Nature,Hurricane,9.0
WC,היינו מסטולים,9.0
Iceage,Lockdown Blues,9.0
Dorian Electra,My Agenda (feat. Village People & Pussy Riot),9.0
Orions Belte,Conversaciones,9.0
Vesica Piscis,Horizonte,9.0
BarbWalters,Ebisu Nights,9.0
Brandon Jack & The Artifacts,four days,9.0
Adiós Amores,Luna Plateada,9.0
New Sylveon,я больше не кусаюсь,9.0
King Quartz,Vcrheadaches - Negative 32 Memphis,9.0
Suede,Beautiful Ones (Remastered),9.0
Lucy Lucy,$25 ,9.0
The Lazy Jesus,Exit to Enter,9.0
Skule Toyama,My Eyes on You,9.0
Zatua,Harimau,9.0
R.L. Beats,Ill Die for U,9.0
Low Island,I Do It For You,9.0
Chevron,Stay,9.0
Ollie Danon,בין הענפים (אבודה ביפן),9.0
Yennu Ariendra,Raja Kirik (Dog King),9.0
CRITTER,LEMME,9.0
Bombay Acoustic People,Rain Over Breakfast,9.0
Tōth,Daffadowndilly,9.0
Pan Daijing,Dust,9.0
Sui Uzi,Change,9.0
Yossi Babliki,יש לך מקום,9.0
Saigon Would Be Seoul,History of Us - Lost fx Rework,9.0
Redlight,Every,9.0
Elkka,Euphoric Melodies,9.0
Elvin T,Get Close - Edit,8.0
Skream,Chesters Groove,8.0
Pole,Röschen,8.0
Glasvegas,Shake the Cage (für Theo),8.0
The Big Moon,Formidable,8.0
Why Bonnie,Athlete,8.0
Dhruv Visvanath,Drop,8.0
Celestial Teapot,Change Is Constant,8.0
Joe Turner,Too Much,8.0
The Gap,Rise,8.0
Bombay Acoustic People,Black Hole Sun,8.0
BOYTOY,NY Rip Off,8.0
Attawalpa,Done Hanging On - Joel Wolf Alice Remix,8.0
Satish Vyas,Awakening The Soul 2,8.0
Ed Dowie,Red Stone,8.0
Kadri Gopalnath,Brahmamokate,8.0
Niveum,Together,8.0
Cameo Blush,Lucky - Edit,8.0
Tupperwave,Midnight Lovers,8.0
ØZWALD,Mt. Hood,8.0
Pit Pony,Dutch Courage,8.0
piglet,Mill,8.0
Eve 6,can we combine,8.0
</body>,column-rule-style: groove;,8.0
Bharath Kashyap,A Mother's Lullaby - Live,8.0
Vaporwave Aesthetic,By Myself,8.0
Cloud Nothings,The Spirit Of,8.0
Kinkead,Lâcher prise,8.0
Liron Amram,למה את שותקת,8.0
Fresh,Nighttime,8.0
vedawave,Rip,8.0
Deaf Wish,FFS,8.0
LIFE,Switching On - IDLES Remix,8.0
Magic Island,Closer,8.0
Pop Up!,Surprise,8.0
Xenia Rubinos,Cógelo Suave,8.0
Martin Brugger,E 79th,8.0
Koevary,מייבש,8.0
Hatena,WNTUMORE,8.0
VANT,In the Dark Times,8.0
Ghost King,Slither,8.0
The Wytches,Meat Chuck,8.0
Versiple,Creulty,8.0
Catholic Action,Black & White,8.0
Marc Barreca,City Of Red Sand,8.0
Good Health Good Wealth,Guinness - Edit,8.0
Sridhar Varadarajan,Snowfall,8.0
Alina Pash,HATE,8.0
Colleen,Gazing at Taurus - Santa Eulalia,8.0
Huron John,Garbage,8.0
Sir Simon,A Little Less Bored,8.0
Prasanna,Dark Sundae in Triplicane,7.0
Danielle Durack,Broken Wings,7.0
Prasanna,Indra's Necklace,7.0
Sister James,Questions (feat. Samia),7.0
Tamar Aphek,Drive,7.0
Meg Ward,Make U Mine,7.0
APE,Perfect Is Dead,7.0
Azu Tiwaline,Eyes of the Wind,7.0
Theo Alexander,Bright-eyed Hunger,7.0
APE,I Trusted U,7.0
Roei Hermon,אין אותי,7.0
Bhaskar Dutta,The Last Cadenza,7.0
Metronomy,The Bay - Mr. Mitch Remix,7.0
Echo Collective,Respire,7.0
chemical club,Sit on Your Hands,7.0
Victor Le Masne,Casino - Chilly Gonzales Solo Piano Version,7.0
Chris Jason,Back to One,7.0
Nomke,בחורות יפות,7.0
galen tipton,Courageous Grieving,7.0
TV Priest,Saintless,7.0
Ayoni,The Patriots,7.0
Jack Larsen,Saving Grace,7.0
Nukumachi,Garment,7.0
Arhkota,Dreamy Hamilton,7.0
Deepayan Deep Maitra,Lost Still Dreaming,7.0
Kutiman,מלכה ומלך,7.0
ABSOLUTE.,Convalesce (feat. REGALJASON),7.0
Tupperwave,Karibukai 2000,7.0
UniBe@t,Internationale,7.0
Alexa Rose,Clearwater Park,7.0
Burgundy,Cigar in the Snow,7.0
Luke Sital-Singh,New Slang,7.0
Born Ruffians,Checkin' Out,7.0
Tupperwave,Hotel Euphoria,7.0
Hala,Why Do You Want Anything To Do With Me?,7.0
Pictish Trail,Dream Wall,7.0
Gymshorts,Gotta Get Away,7.0
Homecomings,Good Word For The Weekend,7.0
Lara Snow,Swim Far,7.0
Cosmic Neighbourhood,Weird Beard,7.0
David Peretz,מקום בתוכי,7.0
Superflat,Overcome,7.0
Leprofici,La Lune (Prelude),6.0
Julian Lynch,Contribution to the Catalog of Spatial and Temporal Events,6.0
Baio,"Endless Me, Endlessly",6.0
Siuzanna,STYN_,6.0
Uwe Hager,Balance,6.0
Friendship Commanders,Stonechild,6.0
JayWood,What You Do To Me,6.0
Annie Taylor,Where The Grass Is Greener,6.0
Rat Tally,Shrug,6.0
Bobby Lee,Four Skies Above,6.0
Ahero,Odyssey,6.0
Hila Ruach,תכף בת 30,6.0
Beautify Junkyards,Dupla Exposição,6.0
Aya Zahavi Feiglin,גיטרה ופסנתר,6.0
Cain & Abel 90210,The Great Machine,6.0
Ben Wendel,Less,6.0
Michael Wollny,Mondenkind,6.0
Sipper,woah,6.0
Christine Ott,Time to Die,6.0
RamonPang,Webs,6.0
Bodi Bill,Be Sure,6.0
Mourn,Fun at the Geysers,6.0
Leo Bhanji,Raw,6.0
BarbWalters,Oh!,6.0
Avigail Roz,מלחמה יומיומית,6.0
Avik Ganguly,Mon Kharaper Bristi,6.0
Adi Ulmansky,Snow,6.0
Feiertag,Follow,6.0
Porridge Radio,Homecoming Song (NNAMDÏ Remix),6.0
TED,Suka - Instrumental Version,6.0
The Gap,Down,6.0
Apoorva Krishna,Valencia,6.0
Chris Carter,Solidit,6.0
Roni Bar Hadas,Calm the Beast,6.0
VTSS,To Whom All Lovers,5.0
Marialluïsa,La vida és curta però ampla,5.0
The Mönic,Just Mad,5.0
Device Operator,Balance,5.0
Martin Kohlstedt,AMSOMB (Marlow Re-Mood),5.0
India Jordan,Feierabend,5.0
Masok,Regimen,5.0
Big Ups,Fear,5.0
Sun Tailor,Losing Days,5.0
Howie Lee,The Door of Aspiration,5.0
Ski Lift,Portal,5.0
Bartholomew Kind,Memento,5.0
LARRY PINK THE HUMAN,ELEVEN11_GTR_SONG,5.0
Sabrina Song,Thaw,5.0
Joana Serrat,Pictures,5.0
anaiis,juno,5.0
Daniel Avery,Endless Hours,5.0
The Goodnight Darlings,Heavy,5.0
Major Murphy,Access,5.0
UniBe@t,dump,5.0
Harmony Byrne,Sweeter Than Sugar,5.0
RobClemz,Square Two,5.0
LUWTEN,Standstill,5.0
Sacramento,MAMA,5.0
Jake Whiskin,Heavy,5.0
TED,Rupantara - Instrumental Version,5.0
Job Kurian,Thaalam - Theme Version,5.0
Savannah Conley,Being Around You,5.0
Doul,The Time Has Come,5.0
Abbie Ozard,breakdowns,5.0
Nikita Stashevskiy,Tenderness,5.0
Gogi 93,Private Cloud,5.0
mui zyu,pour a brain,5.0
Tristan Kasten-Krause,From Thin Air,5.0
New Bleach,Night,5.0
ghost orange,Phantoms,5.0
Dot,life support,5.0
tiger bae,Where is the night flame,5.0
Shiruetto,Rock Out,5.0
Hilma Nikolaisen,Only Me,5.0
DMVU,Rhinestones,5.0
joey maxwell,too much,5.0
May Rio,Butter,5.0
Jackie Lynn,Shugar Water,5.0
Jim-E Stack,Note To Self (feat. Empress Of),5.0
Jim-E Stack,Jeanie (feat. Bon Iver),5.0
Geoffrey O'Connor,Foolish Enough (feat. Laura Jean),5.0
Dima Pantyushin,Telephone,5.0
Giant Claw,Until Mirror,5.0
Rona Kenan,4AM,5.0
The White Screen,Death to Techno,4.0
The Presets,Are You The One? - Simian Mobile Disco Remix,4.0
Milan André,500 days,4.0
סאבווי סאקרס,חרא מדינה,4.0
Patrick Belaga,The Tunnel Is A Tower,4.0
Phoebe Green,Golden Girl,4.0
Rockfour,Oranges,4.0
Club Intl,Never Be The Same (Andrew VanWyngarden Mix),4.0
lady gleep,glorianna,4.0
Professor Yaffle,A New Vibration - The Supersonic Scientist Sound,4.0
RGB,Losing Patience,4.0
John Roberts,Zero,4.0
Rasco,Flowers,4.0
The Oil Barons,Vitch,4.0
Cut out Club,We Are the Ghosts,4.0
Flasher,Punching Up,4.0
Haya Miller,שמועה,4.0
Ram Orion,אינסוף,4.0
bad tuner,Back To Me,4.0
Uzi Ramirez,Cheese in My Pocket,4.0
Egg Drop Soup,Hard to Hold On,4.0
Major Murphy,Real,4.0
Patrick Belaga,Grey Eye,4.0
Para One,Dudun-Dun - Boys Noize Remix,4.0
Sebastian Mullaert,Undressing the Sky,4.0
Koevary,שבלונה,4.0
Sarah Neufeld,Stories,4.0
LUHA,I Will Find You,4.0
Jacqueline Tucci,Sweeter Things,4.0
Nectar,Birthday,4.0
Sinead O Brien,Kid Stuff - Edit,4.0
a kid named rufus,wasting time,4.0
Yuppies With Jeeps,הבת של הדיקן,4.0
Empress Of,One Breath,4.0
Totemo,Be Creative with Me,4.0
Electric Zoo,My Love,4.0
Evolfo,Strange Lights,4.0
Patricia Brennan,Improvisation VI,4.0
Late Bloomer,Heaven,4.0
Shadeemus,Butterflies,4.0
Frànçois & The Atlas Mountains,Tourne Autour,4.0
Major Murphy,In the Meantime,4.0
Weaves,Candy,4.0
Yung Heazy,Someday,4.0
Devek,בשם הדמוקרטיה,3.0
Blackout Problems,MURDERER,3.0
Lucy’s Pussy,רק לא אצלנו בשכונה,3.0
The Secret Sea,Afterlife,3.0
Jack Grace,Redemption,3.0
Prasanna,Sri Jimi,3.0
Loop,Vapour (Remastered),3.0
Lielle,תרשום,3.0
Llyr,Winged Chamber Music,3.0
Roy Rieck,שנים,3.0
Carol,Comfort Me,3.0
Ola Szmidt,C Tactile Afferent,3.0
The Tracks,Strange Moments,3.0
*repeat repeat,Wind in My Sail,3.0
Blind Seagull,Connections,3.0
No Point Baby,Force Majeure,3.0
Domestic Technology,Caffè Latte,3.0
Armon,Hot Summer,3.0
Zuli Jr.,Her Manner,3.0
Fermín Echeveste,Mutantes,3.0
BLAB,Casual Sex,3.0
Bathtub Cig,My Friend,3.0
UniBe@t,uwbfc,3.0
BarbWalters,Emotions,3.0
COOL BOY,The Weekend,3.0
Rees Lucia,Holding On,3.0
Liyah Knight,Energy,3.0
Satellite Citi,Getaway,3.0
Love Montage,no matter where i go,3.0
Woods,Midnight Moment,3.0
Mika Sade,Humor,3.0
Eliza Shaddad,One Last Embrace,3.0
Rallye,Univers,3.0
Age Is a Box,One by One - Edit,3.0
Thyla,Blue,3.0
Layten Kramer,When a Love's Not Around,3.0
Kochevet Al,שקיעה הפוכה,3.0
Osaka Blue,Use Me Up,3.0
InAbell,It Sends Me Home,3.0
bonsi,Mouth of Shame,3.0
Bambounou,Up a While,3.0
Local Boy,Horizon,3.0
Social State,Aerial,3.0
Patrick Belaga,Sigh,3.0
Tapeworms,Magic Pierrot,3.0
Jex Opolis,Gem,3.0
Who Boy,Motorboat,3.0
Hatena,SEN2333,2.0
Cam Deas,That (nGrid/C),2.0
Sanjeev T,Wake Up Rama,2.0
LAPêCHE,Finally Trying,2.0
MARBL,It’s Always Our O’clock Somewhere,2.0
Peeping Drexels,Pit,2.0
Yoshinori Hayashi,Make up One’s Mind,2.0
Tash Sultana,Willow Tree (feat. Jerome Farah),2.0
Earth Dad,Good Dog,2.0
VAAV Social Club,Now!!,2.0
Repenter,Forever,2.0
The Undercover Dream Lovers,Get to You,2.0
Hussy,I Tried,2.0
Dirty Fly,Is My Heart,2.0
Asylums,The Distance Between Left And Right,2.0
Einav Jackson Cohen,ניתוח לב פתוח,2.0
Adi-Keshet Cohen,Battleships,2.0
Itamar,Tomorrow Was Today,2.0
Theo Alexander,Accidental Enlightenment,2.0
PLASMAS,Always,2.0
Boxout,ALMA,2.0
ED.,Saude,2.0
Mansij,Sonder,2.0
L a z u l i _ y e l l o w,CKMEAMADAUS,2.0
Dady,Dark Mode,2.0
Koala Disco,Pushing Soft Stuff,2.0
Rasco,Cult,2.0
Emam & Friends,Jai Ganesha (Mix for Chebiji),2.0
The Subways,Fight,2.0
Henrik Schwarz,Come Together - Beatless,2.0
TAUR,Chicago,2.0
Jagguar,Guessing in a Row,2.0
Ninajirachi,Holy Water,2.0
Apoorva Krishna,Blossom,2.0
Sam Goku,Wedding Dance,2.0
נאדה,חורף,2.0
רועי דורון,אם לא אני לי את,2.0
Sarah Johnsone,Tonight,2.0
Eashwar Subramanian,Across the River,2.0
Geva Alon,Under the Waves,2.0
CV Vision,Gleiten,2.0
Little Snake,FEVER DREAM,2.0
UniBe@t,Expectations,2.0
Taletta,Nancy Knew,2.0
Mindy,Normal,2.0
Henry Webb-Jenkins,Months,2.0
Chimurenga Renaissance,Zimbabwe,2.0
LO,מה איתי,2.0
Gabrielle Graves,Advice,2.0
Yuval Banay,אני מפחד,2.0
Hila Ruach,Telaviv Is Useless,2.0
ishi vu,"Brightly burning, yet alone",2.0
Trace Kotik,Enough,2.0
Yuppies With Jeeps,Kiss My Lie,1.0
Punch,המנון לשמעון,1.0
Gilad Kahana,בועה,1.0
ShittyCT,Mahapecha Shel Simcha,1.0
Sheni/Acharon/October,יופי,1.0
The Balmer Series,Ultraviolet,1.0
Momma,Biohazard,1.0
Borito,Nice & Slowly,1.0
Tamar Eisenman,Ding Dong,1.0
RRUCCULLA,Icy blue,1.0
Kids Insane,Left Right Left,1.0
Michal Geva,Let Me Go,1.0
Mind Maintenance,the ladder,1.0
Lo Dubim,קבצנים של מין,1.0
Sempra,B Mine?,1.0
Trace Kotik,Hesitant,1.0
Oceans,Break My Fall,1.0
מינוס אפס,עדיף לא להיפגש,1.0
The Bops,Runnin',1.0
Slikback,Quoios,1.0
Ginevra Nervi,Annihilation,1.0
Oracle FM,Petra Retrograde,1.0
Bantug,Retrograde,1.0
Beautify Junkyards,Ritual in Transfigured Time,1.0
Palm Voyage,Valentine's Week,1.0
beachtown,whenever,1.0
David Lavi,עמוק בשמיים,1.0
Dream Head,Daria,1.0
gcmayn,Earth Angel,1.0
Ondo Fudd,Blue Dot,1.0
Gelbart,WWI hamster diorama,1.0
Israel Bright,Hamenaka,1.0
Hippie Hourrah,La guerre,1.0
Rotem Or,This Is What You All Came For,1.0
Sunglasses For Jaws,What Does It Look Like,1.0
props,I Don't Mind,1.0
Thrills in +41,Machine Dream,1.0
The Lazy Jesus,Untare,1.0
Izhar Ashdot,מידע פנימי,1.0
Carusella,Star Quality,1.0
Nap Eyes,Snake Oil,1.0
tiger bae,Seconds,1.0
MICROCORPS,DOR,1.0
Or Edry,לב צר,1.0
james ginzburg,light evaporates,1.0
VANNA,High Hopes - Ran Nir Remix,1.0
Ackerman,dodeca,1.0
Gracie and Rachel,Speak (Future Generations Remix),1.0
Phani Narayana,Kurai Ondrum Illai - Ragamalika - Adi,1.0
Olivia Kaplan,Still Strangers,1.0
Marty de Lutece,Tes yeux,1.0
Director's Vision,Across My Face,1.0
Local Boy,Thoughts,1.0
nickname jos,regroup,1.0
VED,Ett visst fängelse,1.0
Abhinav Saxena,Dreams of a River,1.0
Merk,Deep Dive,1.0
Prasanna,Pot Belly Blues,1.0
waants,Keep Careful,1.0
Biyo,medicine,1.0
Stella Got,קמט,1.0
Shalom Gad,ההונאה של המאה,1.0
Still Dreams,Spell,1.0
Ramírez Exposure,Exit Times,1.0
Shy Nobleman,Lonely boy,1.0
Tylor Jay Santos,Cassiopeia,1.0
Aga Ujma,In the Ocean,1.0
Munn,UTOPÍA,1.0
James Welburn,Raze,0.0
Todd Anderson-Kunert,Taken (part 1),0.0
Electra,Radio On,0.0
Roy Rabinovici,On Our Own,0.0
Yishai Kiczales,החומר פה זול,0.0
Landon Caldwell,Life Underground,0.0
Fufu Banana,Familiar Planes,0.0
Mope City,Trinkets,0.0
אביב מארק,לילה של רוק טיפתי,0.0
Lili Franko,בתיאבון,0.0
Yuko Araki,Code of Sanctuary,0.0
Anguid,warm blooded,0.0
Henry Park,Wasted Time,0.0
Rainmaker,Zenith,0.0
James Rushford,U+25CF,0.0
Beno,Where Do We Go,0.0
Therematic,Exotique Mecanique,0.0
Momma,Habitat,0.0
בורקס אפל,פדיחה,0.0
Dravier,A Glass Steam Bath,0.0
Orlando,Princess,0.0
fijitrip,Private Social Network,0.0
RⱯHM ⚉,open wii-iide,0.0
Life in Sweatpants,Good 2 Yourself,0.0
The Walkie Talkies,Plastic Peacock,0.0
Munkey Junkey,Oo Aa Na,0.0
Yehu Yaron,Dvarim Kvedim kmo kapara,0.0
Dot,User,0.0
Lisel,In the Dome,0.0
Proc Fiskal,Choco Frito (Calamari),0.0
Phani Narayana,Bantureethi Koluvu - Instrumental,0.0
Kappi Kat,Baarish,0.0
4d.,In Vertigo,0.0
